company_cnae;cnae_section_id;cnae_section_desc;cnae_division_id;cnae_division_desc;cnae_group_id;cnae_group_desc;cnae_class_id;cnae_class_desc;company_cnae_desc
0111301;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais;Cultivo de arroz
0111302;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais;Cultivo de milho
0111303;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais;Cultivo de trigo
0111399;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.11-3;Cultivo de cereais;Cultivo de outros cereais não especificados anteriormente
0112101;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.12-1;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária;Cultivo de algodão herbáceo
0112102;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.12-1;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária;Cultivo de juta
0112199;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.12-1;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária;Cultivo de outras fibras de lavoura temporária não especificadas anteriormente
0113000;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.13-0;Cultivo de cana-de-açúcar;Cultivo de cana-de-açúcar
0114800;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.14-8;Cultivo de fumo;Cultivo de fumo
0115600;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.15-6;Cultivo de soja;Cultivo de soja
0116401;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária exceto soja;Cultivo de amendoim
0116402;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária exceto soja;Cultivo de girassol
0116403;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária exceto soja;Cultivo de mamona
0116499;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.16-4;Cultivo de oleaginosas de lavoura temporária exceto soja;Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente
0119901;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de abacaxi
0119902;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de alho
0119903;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de batata-inglesa
0119904;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de cebola
0119905;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de feijão
0119906;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de mandioca
0119907;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de melão
0119908;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de melancia
0119909;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de tomate rasteiro
0119999;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.1;Produção de lavouras temporárias;01.19-9;Cultivo de plantas de lavoura temporária não especificadas anteriormente;Cultivo de outras plantas de lavoura temporária não especificadas anteriormente
0121101;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.21-1;Horticultura;Horticultura exceto morango
0121102;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.21-1;Horticultura;Cultivo de morango
0122900;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.2;Horticultura e floricultura;01.22-9;Cultivo de flores e plantas ornamentais;Cultivo de flores e plantas ornamentais
0131800;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.31-8;Cultivo de laranja;Cultivo de laranja
0132600;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.32-6;Cultivo de uva;Cultivo de uva
0133401;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de açaí
0133402;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de banana
0133403;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de caju
0133404;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de cítricos exceto laranja
0133405;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de coco-da-baía
0133406;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de guaraná
0133407;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de maçã
0133408;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de mamão
0133409;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de maracujá
0133410;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de manga
0133411;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de pêssego
0133499;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.33-4;Cultivo de frutas de lavoura permanente exceto laranja e uva;Cultivo de frutas de lavoura permanente não especificadas anteriormente
0134200;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.34-2;Cultivo de café;Cultivo de café
0135100;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.35-1;Cultivo de cacau;Cultivo de cacau
0139301;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;Cultivo de chá-da-índia
0139302;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;Cultivo de erva-mate
0139303;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;Cultivo de pimenta-do-reino
0139304;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;Cultivo de plantas para condimento exceto pimenta-do-reino
0139305;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;Cultivo de dendê
0139306;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;Cultivo de seringueira
0139399;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.3;Produção de lavouras permanentes;01.39-3;Cultivo de plantas de lavoura permanente não especificadas anteriormente;Cultivo de outras plantas de lavoura permanente não especificadas anteriormente
0141501;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.41-5;Produção de sementes certificadas;Produção de sementes certificadas exceto de forrageiras para pasto
0141502;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.41-5;Produção de sementes certificadas;Produção de sementes certificadas de forrageiras para formação de pasto
0142300;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.4;Produção de sementes e mudas certificadas;01.42-3;Produção de mudas e outras formas de propagação vegetal certificadas;Produção de mudas e outras formas de propagação vegetal certificadas
0151201;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.51-2;Criação de bovinos;Criação de bovinos para corte
0151202;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.51-2;Criação de bovinos;Criação de bovinos para leite
0151203;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.51-2;Criação de bovinos;Criação de bovinos exceto para corte e leite
0152101;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.52-1;Criação de outros animais de grande porte;Criação de bufalinos
0152102;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.52-1;Criação de outros animais de grande porte;Criação de equinos
0152103;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.52-1;Criação de outros animais de grande porte;Criação de asininos e muares
0153901;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.53-9;Criação de caprinos e ovinos;Criação de caprinos
0153902;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.53-9;Criação de caprinos e ovinos;Criação de ovinos inclusive para produção de lã
0154700;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.54-7;Criação de suínos;Criação de suínos
0155501;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves;Criação de frangos para corte
0155502;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves;Produção de pintos de um dia
0155503;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves;Criação de outros galináceos exceto para corte
0155504;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves;Criação de aves exceto galináceos
0155505;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.55-5;Criação de aves;Produção de ovos
0159801;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente;Apicultura
0159802;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente;Criação de animais de estimação
0159803;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente;Criação de escargô
0159804;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente;Criação de bicho-da-seda
0159899;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.5;Pecuária;01.59-8;Criação de animais não especificados anteriormente;Criação de outros animais não especificados anteriormente
0161001;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.61-0;Atividades de apoio à agricultura;Serviço de pulverização e controle de pragas agrícolas
0161002;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.61-0;Atividades de apoio à agricultura;Serviço de poda de árvores para lavouras
0161003;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.61-0;Atividades de apoio à agricultura;Serviço de preparação de terreno cultivo e colheita
0161099;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.61-0;Atividades de apoio à agricultura;Atividades de apoio à agricultura não especificadas anteriormente
0162801;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.62-8;Atividades de apoio à pecuária;Serviço de inseminação artificial em animais
0162802;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.62-8;Atividades de apoio à pecuária;Serviço de tosquiamento de ovinos
0162803;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.62-8;Atividades de apoio à pecuária;Serviço de manejo de animais
0162899;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.62-8;Atividades de apoio à pecuária;Atividades de apoio à pecuária não especificadas anteriormente
0163600;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.6;Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita;01.63-6;Atividades de pós-colheita;Atividades de pós-colheita
0170900;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;01;AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS;01.7;Caça e serviços relacionados;01.70-9;Caça e serviços relacionados;Caça e serviços relacionados
0210101;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Cultivo de eucalipto
0210102;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Cultivo de acácia-negra
0210103;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Cultivo de pinus
0210104;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Cultivo de teca
0210105;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Cultivo de espécies madeireiras exceto eucalipto acácia-negra pinus e teca
0210106;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Cultivo de mudas em viveiros florestais
0210107;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Extração de madeira em florestas plantadas
0210108;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Produção de carvão vegetal - florestas plantadas
0210109;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Produção de casca de acácia-negra - florestas plantadas
0210199;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.1;Produção florestal - florestas plantadas;02.10-1;Produção florestal - florestas plantadas;Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas
0220901;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.2;Produção florestal - florestas nativas;02.20-9;Produção florestal - florestas nativas;Extração de madeira em florestas nativas
0220902;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.2;Produção florestal - florestas nativas;02.20-9;Produção florestal - florestas nativas;Produção de carvão vegetal - florestas nativas
0220903;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.2;Produção florestal - florestas nativas;02.20-9;Produção florestal - florestas nativas;Coleta de castanha-do-pará em florestas nativas
0220904;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.2;Produção florestal - florestas nativas;02.20-9;Produção florestal - florestas nativas;Coleta de látex em florestas nativas
0220905;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.2;Produção florestal - florestas nativas;02.20-9;Produção florestal - florestas nativas;Coleta de palmito em florestas nativas
0220906;A;AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA;02;PRODUÇÃO FLORESTAL;02.2;Produção florestal - florestas nativas;02.20-9;Produção florestal - florestas nativas;Conservação de florestas nativas
